R1_input,R2_input,R3_input,R1_top,R2_top,R3_top,R1_bot,R2_bot,R3_bot
crRNA0471:674-696,720,167,634,95,248,1058,305,559,478
crRNA0472:675-697,1048,225,737,62,302,1627,344,638,387
crRNA0473:676-698,673,73,635,50,402,876,211,594,460
crRNA0474:679-701,695,75,492,11,201,341,108,559,561
crRNA0475:680-702,826,126,691,24,132,1145,214,673,542
crRNA0476:681-703,1046,208,888,32,399,1351,257,799,589
crRNA0477:682-704,1259,245,934,46,265,1620,277,774,817
crRNA0478:684-706,702,152,520,53,197,774,190,581,403
crRNA0479:685-707,770,101,595,23,175,946,196,544,435
crRNA0480:687-709,680,80,536,44,353,1261,63,264,208
crRNA0481:688-710,705,103,616,161,522,1366,82,298,277
crRNA0482:689-711,560,70,477,37,100,452,194,627,643
crRNA0483:690-712,709,158,587,13,148,535,249,826,600
crRNA0485:693-715,992,315,858,60,336,903,487,1252,853
crRNA0486:694-716,979,146,721,72,253,1124,306,654,560
crRNA0487:695-717,757,136,577,40,137,653,338,842,645
crRNA0488:697-719,1121,368,819,109,284,1136,512,838,931
crRNA0489:698-720,1253,279,1055,63,616,1240,680,908,826
crRNA0490:699-721,1307,324,1077,165,499,1687,466,782,719
crRNA0491:701-723,945,307,889,190,1138,2109,435,422,525
crRNA0492:702-724,577,93,439,118,211,1080,113,246,289
crRNA0493:703-725,552,114,457,19,107,514,172,584,352
crRNA0494:704-726,926,173,869,191,799,2068,125,259,427
crRNA0495:706-728,1302,297,1069,293,1674,3659,164,479,345
crRNA0496:707-729,950,180,686,79,477,1104,122,456,604
crRNA0497:708-730,1127,187,994,495,1990,3894,200,292,345
crRNA0498:709-731,1046,205,1003,337,2142,3871,122,242,185
crRNA0499:710-732,1103,184,854,261,870,2312,158,462,483
crRNA0500:711-733,1156,155,766,231,1003,2449,122,367,242
crRNA0501:713-735,1069,169,753,44,558,1439,272,552,503
crRNA0502:714-736,1246,98,922,66,132,927,267,874,1058
crRNA0503:715-737,1125,215,890,23,463,913,528,1025,1043
crRNA0504:716-738,882,73,572,13,95,501,305,1056,611
crRNA0505:717-739,785,123,589,22,187,566,257,863,873
crRNA0506:718-740,712,181,666,27,450,499,324,842,802
crRNA0507:719-741,1096,208,872,38,100,956,393,1003,897
crRNA0508:720-742,1197,262,902,10,258,842,490,1189,920
crRNA0509:721-743,944,157,731,35,398,807,329,782,630
crRNA0510:723-745,972,187,778,118,1047,957,667,765,784
crRNA0511:724-746,1193,450,1116,57,225,1076,1029,1036,1132
crRNA0512:725-747,1329,371,931,137,278,1286,712,809,798
crRNA0513:726-748,1462,354,1161,127,906,2181,620,794,924
crRNA0514:727-749,1270,263,1160,336,952,1945,576,853,959
crRNA0515:728-750,1748,405,1522,742,2162,4331,571,673,531
crRNA0516:729-751,893,249,704,114,427,898,767,849,884
crRNA0517:731-753,976,202,860,41,224,697,546,1099,991
crRNA0518:732-754,1209,302,876,285,1342,3253,326,721,350
crRNA0519:733-755,1077,193,771,279,1653,3233,232,396,176
crRNA0520:734-756,1078,232,962,543,2464,3562,282,612,340
crRNA0521:735-757,1065,130,747,238,1085,2492,244,300,289
crRNA0522:736-758,896,267,636,172,640,1757,299,367,313
crRNA0523:737-759,768,165,648,117,1102,1964,165,406,254
crRNA0524:738-760,991,195,694,208,1834,2589,121,345,191
crRNA0525:739-761,957,148,671,216,1712,2648,113,213,183
crRNA0526:740-762,1354,222,992,226,983,2931,198,618,461
crRNA0527:742-764,854,217,863,74,520,1503,256,603,599
crRNA0528:744-766,986,168,750,337,1030,2908,82,263,208
crRNA0529:746-768,1010,140,858,266,1854,2570,171,342,254
crRNA0530:747-769,1123,179,769,60,335,805,314,851,926
crRNA0531:748-770,817,312,737,44,169,654,489,988,792
crRNA0532:749-771,1051,157,798,27,169,780,303,1027,861
crRNA0533:751-773,1150,137,863,61,395,865,406,948,995
crRNA0534:752-774,1185,198,936,61,263,822,569,1199,1040
crRNA0535:753-775,857,113,639,3,122,535,306,1144,742
crRNA0536:754-776,877,227,802,90,383,748,430,920,752
crRNA0537:756-778,813,187,744,9,110,590,432,714,716
crRNA0538:757-779,1243,329,1118,73,688,1298,1049,1717,1177
crRNA0539:758-780,1005,246,753,86,208,958,437,819,663
crRNA0540:759-781,1057,280,845,32,265,807,451,878,856
crRNA0541:760-782,790,127,596,48,156,591,284,584,568
crRNA0542:761-783,972,208,673,44,259,767,271,767,723
crRNA0543:762-784,1006,157,824,65,295,1254,245,593,448
crRNA0544:763-785,1058,207,893,90,715,1926,168,489,327
crRNA0545:764-786,1371,458,1000,365,1432,2923,160,366,441
crRNA0546:765-787,2108,308,1138,357,3103,4349,261,390,334
crRNA0547:766-788,894,317,608,590,3640,3254,127,313,114
crRNA0548:768-790,1047,252,874,498,2183,3760,102,195,235
crRNA0549:769-791,1196,240,1005,440,1434,2574,264,483,368
crRNA0550:770-792,1159,295,992,222,572,1971,380,471,627
crRNA0551:771-793,1403,528,1076,370,1262,2572,494,645,737
crRNA0552:772-794,889,205,705,66,460,990,378,644,738
crRNA0553:773-795,1051,371,768,97,290,1798,357,509,325
crRNA0554:774-796,945,146,616,76,375,954,342,803,682
crRNA0555:775-797,880,215,629,42,54,663,417,844,651
crRNA0556:776-798,797,161,633,72,481,633,366,906,834
crRNA0557:778-800,950,100,685,28,124,500,230,1064,884
crRNA0558:779-801,1019,144,817,45,301,799,441,889,828
crRNA0559:780-802,1065,199,876,96,223,1035,399,931,943
crRNA0560:782-804,1286,263,1166,208,1789,3847,220,246,253
crRNA0561:783-805,1615,354,1141,101,898,3522,366,830,411
crRNA0562:784-806,1136,332,1105,488,2152,3954,296,366,347
crRNA0563:785-807,1445,348,1040,1101,3774,5220,238,238,161
crRNA0564:787-809,1291,360,1088,150,834,1513,790,676,911
crRNA0565:788-810,1549,569,1176,307,666,1808,652,937,987
crRNA0566:789-811,1394,337,1018,49,452,1124,963,1307,1003
crRNA0567:790-812,1485,482,1024,58,459,1343,965,1171,1204
crRNA0568:791-813,1452,252,964,108,415,1001,927,1312,1157
crRNA0569:792-814,1145,374,1130,89,361,1125,827,1518,1034
crRNA0570:793-815,1137,238,738,91,257,756,763,1150,957
crRNA0571:794-816,1322,391,997,76,587,1393,727,833,969
crRNA0572:795-817,1318,536,1211,63,333,1945,1164,1109,931
crRNA0573:796-818,1206,427,920,97,539,1089,1085,1105,983
crRNA0574:797-819,1241,407,1070,110,441,1388,1041,1220,1017
crRNA0575:798-820,1302,473,1195,118,346,1291,1155,1498,1098
crRNA0576:799-821,1237,347,962,159,325,1057,988,1223,1217
crRNA0577:801-823,1560,521,1376,55,687,1611,1083,1940,1594
crRNA0578:802-824,1502,410,1068,54,267,1278,954,1453,1108
crRNA0579:803-825,1387,638,1014,171,416,1878,892,955,952
crRNA0580:806-828,1237,281,941,68,581,1165,661,1246,937
crRNA0581:808-830,1475,534,1312,59,550,1248,947,1251,1189
crRNA0582:809-831,1475,496,1347,72,895,1958,815,1370,1056
crRNA0583:810-832,1252,236,953,106,351,1451,472,752,698
crRNA0584:811-833,1547,491,1340,406,1364,3840,357,676,421
crRNA0585:813-835,1087,231,1066,61,237,854,596,1021,1143
crRNA0586:814-836,1076,147,943,78,392,1102,268,739,655
crRNA0587:815-837,1084,281,762,94,231,1148,205,638,442
crRNA0588:816-838,1225,298,906,197,784,2878,156,427,417
crRNA0589:817-839,1036,259,944,154,754,2843,283,459,405
crRNA0590:818-840,1302,456,1012,294,1788,4443,195,386,248
crRNA0591:819-841,1097,270,963,250,865,1875,450,547,511
crRNA0592:820-842,1221,332,886,196,934,2018,439,497,541
crRNA0593:822-844,1343,315,1176,384,1493,3205,247,451,455
crRNA0594:823-845,1182,239,949,222,784,1509,341,698,614
crRNA0595:825-847,888,266,774,169,314,2023,268,489,399
crRNA0596:826-848,1190,259,1075,558,2529,4760,141,355,179
crRNA0597:827-849,1086,271,1072,517,2184,4323,187,297,204
crRNA0598:828-850,1109,317,786,773,3519,3539,153,215,102
crRNA0599:830-852,859,314,617,81,401,968,416,700,771
crRNA0600:831-853,1144,266,932,83,632,1094,522,939,811
crRNA0601:832-854,1092,271,995,120,574,1428,474,740,798
crRNA0602:833-855,1110,253,920,118,409,1206,500,609,880
crRNA0603:834-856,914,282,773,138,363,1048,376,719,545
crRNA0604:835-857,989,175,797,60,352,917,235,473,525
crRNA0605:836-858,1230,200,1052,157,554,1910,273,646,567
crRNA0606:837-859,1023,207,1249,300,1272,2462,269,484,416
crRNA0607:865-887,718,64,517,15,139,426,210,608,680
crRNA0611:893-915,714,165,660,16,236,632,197,698,707
crRNA0612:895-917,1015,128,810,96,327,805,422,1026,857
crRNA0613:896-918,833,197,712,23,444,1100,215,487,596
crRNA0614:898-920,832,150,626,31,126,631,258,850,757
crRNA0615:899-921,686,70,610,84,305,838,253,532,532
crRNA0616:901-923,846,132,733,73,434,1391,150,543,504
crRNA0617:903-925,990,229,776,135,459,1381,471,354,405
crRNA0618:904-926,1026,176,769,397,2210,3225,178,305,180
crRNA0619:905-927,1033,295,1018,99,213,1451,326,759,639
crRNA0620:906-928,821,87,625,35,268,679,241,864,555
crRNA0621:907-929,813,109,544,61,159,621,263,620,561
crRNA0622:908-930,721,183,636,49,461,1317,283,327,379
crRNA0623:910-932,530,116,430,7,147,406,231,656,575
crRNA0624:911-933,731,134,683,20,154,762,435,849,718
crRNA0625:912-934,850,192,603,35,66,665,369,902,678
crRNA0626:913-935,670,79,601,11,142,636,279,564,618
crRNA0627:914-936,877,117,678,85,333,803,188,465,469
crRNA0628:935-957,1183,355,984,240,644,2159,551,787,678
crRNA0629:936-958,1067,361,920,190,358,1189,705,828,736
crRNA0630:938-960,1034,410,856,517,2343,3346,352,529,344
crRNA0631:939-961,1209,412,981,863,5231,4588,245,181,224
crRNA0632:940-962,1198,385,934,1160,4809,4863,157,167,148
crRNA0633:941-963,1140,356,1130,1151,4322,5213,256,469,322
crRNA0634:942-964,1359,287,992,1090,4283,5586,225,180,128
crRNA0635:943-965,1422,379,1140,1315,5626,6034,277,335,292
crRNA0636:944-966,1311,262,856,600,2999,4131,174,295,192
crRNA0637:945-967,2110,630,1003,472,3379,3809,249,463,454
crRNA0638:946-968,1164,348,867,833,3351,4709,209,399,215
crRNA0639:947-969,1182,268,967,772,3824,3715,248,441,296
crRNA0640:948-970,1017,357,665,533,2481,2483,355,237,252
crRNA0641:950-972,1267,295,853,488,1615,2619,285,481,348
crRNA0642:951-973,1115,258,814,34,347,891,630,1022,950
crRNA0643:953-975,1045,296,705,67,332,991,470,782,678
crRNA0644:954-976,1003,160,693,91,264,1124,507,802,728
crRNA0645:955-977,1397,376,1103,89,481,1111,698,1497,1153
crRNA0646:956-978,1155,264,994,41,398,1660,707,854,657
crRNA0647:957-979,903,196,696,30,256,665,440,686,604
crRNA0648:960-982,1542,468,1138,1307,5255,5659,245,423,302
crRNA0649:961-983,1238,645,1071,1399,3862,5459,223,276,251
crRNA0650:962-984,1193,290,813,776,3033,4476,57,134,108
crRNA0651:963-985,1062,257,808,565,3641,3458,141,236,112
crRNA0652:964-986,1675,376,1156,1047,5318,5652,342,390,271
crRNA0653:965-987,1280,757,1061,727,3455,3909,291,353,358
crRNA0654:966-988,1247,315,1063,486,711,2031,611,699,664
crRNA0655:968-990,1158,319,994,207,766,1355,509,738,807
crRNA0656:990-1012,887,152,627,27,263,678,338,652,553
crRNA0657:992-1014,1126,287,908,76,342,1018,486,1472,1042
crRNA0658:993-1015,1223,213,1126,56,345,1078,543,1493,1240
crRNA0659:996-1018,1185,292,899,46,311,696,640,1280,1247
crRNA0660:997-1019,1402,310,1173,5,579,1280,1061,1639,1316
crRNA0661:998-1020,1071,254,870,31,339,880,627,1325,1043
crRNA0662:999-1021,1185,303,1032,70,255,937,644,1070,1022
crRNA0663:1002-1024,1376,342,1061,81,427,1263,958,1370,951
crRNA0664:1003-1025,1129,266,1021,71,125,999,529,1286,972
crRNA0665:1004-1026,959,265,867,22,233,740,640,1147,954
crRNA0666:1006-1028,1202,323,971,24,95,1003,713,1282,1080
crRNA0667:1007-1029,957,166,773,30,240,863,511,788,813
crRNA0668:1008-1030,699,99,594,10,244,612,497,940,683
crRNA0669:1009-1031,1024,322,885,18,364,916,662,963,839
crRNA0670:1010-1032,1067,304,876,56,352,1482,435,530,655
crRNA0671:1011-1033,986,218,857,268,622,1782,267,384,442
crRNA0672:1012-1034,2206,423,1740,304,1007,3458,614,1262,1353
crRNA0673:1033-1055,1175,337,970,58,297,1014,922,1044,1118
crRNA0674:1034-1056,919,257,851,57,274,1063,582,888,704
crRNA0675:1035-1057,1250,325,973,123,518,1201,594,829,833
crRNA0676:1036-1058,2869,772,2264,204,1174,3346,1594,2029,1682
crRNA0677:1037-1059,1380,559,1239,432,1194,4051,470,649,462
crRNA0678:1039-1061,904,308,772,305,1008,2611,278,366,238
crRNA0679:1040-1062,1192,400,1181,509,1761,4555,532,547,328
crRNA0680:1041-1063,998,362,939,87,240,1385,696,773,678
crRNA0681:1042-1064,1149,436,1057,167,322,1544,953,1096,766
crRNA0682:1043-1065,1354,482,19660,110,342,1039,1077,1275,1117
crRNA0683:1046-1068,1155,366,802,36,215,1226,927,1012,761
crRNA0684:1048-1070,1074,455,1037,111,434,1350,824,661,958
crRNA0685:1049-1071,1421,466,1253,180,310,1224,1337,1403,1290
crRNA0686:1050-1072,1483,422,1261,90,208,1035,1315,1503,1412
crRNA0687:1051-1073,1241,290,882,104,180,1054,782,1332,934
crRNA0688:1053-1075,1633,486,1202,264,586,1862,673,1385,982
crRNA0689:1054-1076,1011,249,804,103,348,1659,411,884,730
crRNA0690:1055-1077,1260,416,1143,140,657,1820,734,1018,759
crRNA0691:1056-1078,1302,226,1131,134,311,1217,868,1214,1240
crRNA0692:1057-1079,2466,709,1883,183,501,1821,2263,2910,2133
crRNA0693:1058-1080,1426,299,1004,63,500,1190,853,1278,1104
crRNA0694:1059-1081,1073,382,784,92,645,1204,659,1119,811
crRNA0695:1060-1082,1184,300,1020,112,1000,1867,239,532,540
crRNA0696:1061-1083,1027,224,791,148,462,1048,516,926,785
crRNA0697:1062-1084,1479,298,1125,158,341,1258,667,1237,1058
crRNA0698:1064-1086,1632,388,1157,75,519,1236,1298,1859,1375
crRNA0699:1065-1087,2037,426,1589,126,550,2326,907,1479,1116
crRNA0700:1066-1088,1314,321,1028,128,477,1648,599,899,882
crRNA0701:1067-1089,1290,313,1078,64,165,1297,757,1173,1026
crRNA0702:1069-1091,671,154,590,8,161,503,315,733,635
crRNA0703:1070-1092,841,169,861,51,448,1566,247,514,355
crRNA0704:1071-1093,648,95,623,24,5,509,224,556,591
crRNA0705:1072-1094,402,62,267,49,120,827,96,210,155
crRNA0706:1073-1095,631,96,501,103,532,1798,81,148,102
crRNA0707:1075-1097,554,53,371,20,109,569,49,232,248
crRNA0708:1076-1098,605,71,533,25,36,384,169,460,455
crRNA0709:1077-1099,709,109,525,18,200,789,155,451,405
crRNA0710:1078-1100,1157,166,1008,26,302,1154,269,969,835
crRNA0711:1079-1101,788,105,533,39,237,1253,117,366,323
crRNA0712:1081-1103,696,109,508,77,400,1714,97,285,249
crRNA0713:1082-1104,1096,219,951,104,364,2469,230,470,368
crRNA0714:1083-1105,1073,180,881,59,153,808,346,1096,955
crRNA0715:1084-1106,968,155,820,35,203,562,330,1002,1119
crRNA0716:1085-1107,891,127,647,11,118,614,284,981,759
crRNA0717:1086-1108,567,78,442,33,136,338,165,633,534
crRNA0718:1087-1109,654,55,526,18,92,367,191,569,559
crRNA0719:1088-1110,467,103,510,25,206,388,219,558,664
crRNA0720:1089-1111,458,88,414,26,106,295,147,582,588
crRNA0721:1090-1112,712,72,653,38,203,553,260,785,643
crRNA0722:1092-1114,786,111,690,56,101,652,299,736,717
crRNA0723:1093-1115,865,151,710,7,270,728,429,932,683
crRNA0724:1094-1116,846,154,523,32,454,686,309,725,622
crRNA0725:1095-1117,924,131,614,536,361,2030,211,516,395
crRNA0726:1096-1118,973,189,818,82,378,1472,329,593,617
crRNA0727:1098-1120,1184,313,1094,51,373,1138,701,960,993
crRNA0728:1099-1121,2720,478,2042,339,1302,3733,1032,1415,1377
crRNA0729:1100-1122,1047,218,774,42,406,1249,384,780,623
crRNA0730:1101-1123,783,153,632,29,198,627,518,845,828
crRNA0731:1102-1124,825,189,760,48,351,682,499,905,917
crRNA0732:1103-1125,681,102,476,30,164,421,180,562,524
crRNA0733:1104-1126,875,201,815,44,94,704,458,1009,768
crRNA0734:1106-1128,864,143,574,81,179,1069,228,583,512
crRNA0735:1107-1129,696,95,633,89,172,958,175,631,498
crRNA0736:1108-1130,594,72,491,17,68,433,169,507,455
crRNA0737:1109-1131,968,190,694,24,193,900,280,869,766
crRNA0738:1110-1132,944,168,667,110,470,2224,109,346,261
crRNA0739:1111-1133,780,220,636,59,345,1810,150,391,338
crRNA0740:1112-1134,1146,535,871,230,1108,3687,137,303,142
crRNA0741:1113-1135,1029,241,882,227,928,2214,278,605,388
crRNA0742:1116-1138,1270,252,1095,204,1013,2864,325,778,411
crRNA0743:1117-1139,1063,130,824,70,451,1548,306,571,458
crRNA0744:1118-1140,1627,197,871,152,556,1960,286,1249,660
crRNA0745:1120-1142,1402,174,1133,167,704,1932,423,684,706
crRNA0746:1121-1143,1428,333,1315,84,342,1637,690,1261,1080
crRNA0747:1123-1145,838,182,821,27,256,855,443,955,857
crRNA0748:1124-1146,1263,204,959,54,388,1116,395,979,958
crRNA0749:1125-1147,1211,192,983,163,1018,2676,141,294,347
crRNA0750:1126-1148,1427,362,1146,195,914,3100,302,640,467
crRNA0751:1127-1149,1149,294,939,37,275,1040,532,844,874
crRNA0752:1128-1150,1399,276,1106,85,365,1594,528,1137,1072
crRNA0753:1129-1151,1600,180,1391,145,607,3037,445,934,700
crRNA0754:1130-1152,1170,380,1176,96,705,1975,420,792,698
crRNA0755:1131-1153,1134,253,987,269,2182,4003,312,489,382
crRNA0756:1133-1155,1473,347,1249,229,755,3218,394,706,484
crRNA0757:1134-1156,1194,160,849,80,471,1510,273,699,563
crRNA0758:1135-1157,1289,302,1093,149,648,2435,373,643,607
crRNA0759:1136-1158,1095,316,931,138,415,1581,378,740,591
crRNA0760:1137-1159,1366,432,1085,189,901,2232,522,728,661
crRNA0761:1138-1160,2668,662,2185,298,1561,4244,1263,1960,1531
crRNA0762:1139-1161,1081,249,776,595,2841,3068,113,223,220
crRNA0763:1140-1162,1146,331,902,685,4530,4396,167,233,183
crRNA0764:1141-1163,1417,404,1111,764,5116,5447,166,277,256
crRNA0765:1142-1164,1394,355,921,721,3177,4343,126,340,147
crRNA0766:1143-1165,1119,238,929,613,2107,3615,173,393,203
crRNA0767:1144-1166,935,341,837,743,3993,4081,143,204,132
crRNA0768:1145-1167,1342,394,962,320,1771,2827,316,750,311
crRNA0769:1146-1168,1164,485,927,342,1287,2702,259,446,488
crRNA0770:1147-1169,1517,213,1053,649,2112,3769,288,484,335
crRNA0771:1148-1170,1284,257,1145,417,1534,3340,354,460,355
crRNA0772:1149-1171,1032,182,889,228,1107,1982,312,533,495
crRNA0773:1150-1172,1023,387,893,467,2696,3541,270,314,266
crRNA0774:1151-1173,975,221,770,242,1290,2741,138,282,238
crRNA0775:1154-1176,1220,273,1033,156,787,2331,380,788,560
crRNA0776:1156-1178,1180,263,1142,90,359,1214,794,1507,1136
crRNA0777:1157-1179,1387,285,1310,105,65,1250,610,1133,1177
crRNA0778:1158-1180,1726,371,1361,64,312,1188,838,1700,1642
crRNA0779:1159-1181,1079,137,822,10,200,779,384,1178,867
crRNA0780:1160-1182,936,213,693,52,348,883,390,773,670
crRNA0781:1162-1184,1700,382,1348,301,747,2342,714,929,970
crRNA0782:1163-1185,1233,2709,853,117,319,1042,467,841,725
crRNA0783:1164-1186,1234,130,1084,128,245,1464,318,596,838
crRNA0784:1165-1187,1104,308,967,190,537,1692,264,689,704
crRNA0785:1166-1188,1009,173,920,38,272,1312,364,692,668
crRNA0786:1167-1189,1203,241,968,59,487,1732,494,731,643
crRNA0787:1168-1190,1663,359,1299,104,1192,2746,581,887,672
crRNA0788:1169-1191,954,201,731,105,405,1051,430,755,598
crRNA0789:1171-1193,2482,424,1932,69,568,1999,1090,2492,2327
crRNA0790:1172-1194,966,266,758,103,123,1065,273,758,575
crRNA0791:1173-1195,991,181,730,73,466,1822,171,541,429
crRNA0792:1175-1197,1144,213,1046,101,366,2484,185,509,314
crRNA0793:1176-1198,1320,192,934,468,1610,3639,136,278,224
crRNA0794:1177-1199,1438,309,1125,219,1417,3395,193,462,378
crRNA0795:1178-1200,1236,256,905,414,1900,3784,137,212,307
crRNA0796:1179-1201,1236,222,1156,336,1567,4342,205,270,242
crRNA0797:1180-1202,1356,303,1059,597,3699,4898,226,201,286
crRNA0798:1182-1204,1575,254,1057,302,863,2496,217,549,475
crRNA0799:1183-1205,1306,271,912,116,376,1676,455,739,703
crRNA0800:1184-1206,1136,194,856,68,299,1052,240,878,581
crRNA0801:1185-1207,1439,308,1049,81,693,1282,424,781,865
crRNA0802:1186-1208,1017,266,914,78,440,1067,570,994,850
crRNA0803:1187-1209,1139,330,947,116,305,978,649,1240,1010
crRNA0804:1189-1211,961,245,679,66,97,660,511,708,796
crRNA0805:1190-1212,1011,138,802,50,152,683,329,1049,879
crRNA0806:1191-1213,1187,381,937,26,232,1103,488,871,766
crRNA0807:1193-1215,945,264,734,42,302,1380,501,743,574
crRNA0808:1194-1216,928,297,789,404,2183,3179,326,308,189
crRNA0809:1195-1217,1020,237,606,611,2700,3079,118,376,206
crRNA0810:1196-1218,917,268,693,665,2597,3560,154,230,87
crRNA0811:1197-1219,1017,179,839,350,1087,2727,101,275,285
crRNA0812:1198-1220,918,209,768,169,1056,1977,161,314,372
crRNA0813:1199-1221,862,120,721,79,582,1894,126,327,316
crRNA0814:1200-1222,695,100,591,44,329,905,95,313,256
crRNA0815:1201-1223,780,152,586,37,92,614,259,670,554
crRNA0816:1203-1225,543,59,345,7,90,462,138,352,275
crRNA0817:1205-1227,908,270,709,147,404,1990,262,482,372
crRNA0818:1207-1229,758,90,481,11,57,533,195,611,626
crRNA0819:1208-1230,708,131,688,26,57,788,295,741,586
crRNA0820:1209-1231,755,160,682,33,222,755,335,595,568
crRNA0821:1211-1233,595,221,455,92,172,606,439,713,541
crRNA0822:1212-1234,493,80,365,19,231,388,243,635,511
crRNA0825:1217-1239,802,184,665,62,97,656,340,921,736
crRNA0826:1219-1241,985,273,865,73,191,892,858,834,706
crRNA0827:1220-1242,808,147,622,5,164,924,432,664,645
crRNA0828:1221-1243,1193,393,990,50,88,1119,481,897,808
crRNA0829:1222-1244,847,206,605,66,307,613,465,770,574
crRNA0830:1223-1245,1240,379,1169,49,199,1475,1224,1059,987
crRNA0831:1224-1246,1362,377,1212,25,242,1293,1072,1155,1209
crRNA0832:1225-1247,1074,236,797,109,291,884,693,989,919
crRNA0833:1226-1248,1237,346,982,114,393,945,1154,1675,1058
crRNA0834:1227-1249,920,126,674,41,65,658,592,758,705
crRNA0835:1228-1250,1283,410,1118,82,517,1137,975,1509,1165
crRNA0836:1230-1252,1331,250,1015,110,255,906,829,1227,1063
crRNA0837:1231-1253,1093,264,1081,141,290,1311,624,1193,889
crRNA0838:1232-1254,1817,432,1238,165,784,2550,865,1099,807
