Input_R1,Input_R2,D7_R1,D7_R2,D14_R1,D14_R2
TMEM246_crRNA0659:813-839_T18_0.9928_0.767126583111027,665,958,449,797,456,694
TMEM246_crRNA0660:814-840_T17_0.9931_0.767139129973535,596,859,620,789,503,926
TMEM246_crRNA0661:815-841_T16_0.9937_0.767996762128967,837,883,580,1005,532,1081
TMEM246_crRNA0695:849-875_B37_0.03193_0.45503858450328,598,732,489,694,294,497
TMEM246_crRNA0710:864-890_T10_0.9967_0.779999262973616,444,584,361,627,355,555
TMEM246_crRNA0711:865-891_T14_0.9955_0.773961059334771,489,691,396,603,307,455
TMEM246_crRNA0849:1003-1029_B15_0.01687_0.42672357357013,507,828,433,659,320,524
TMEM246_crRNA0850:1004-1030_B29_0.02771_0.44544532322556,662,892,599,735,506,696
TMEM246_crRNA0851:1005-1031_B7_0.00994_0.397159407630294,692,845,584,714,388,498
TMEM246_crRNA0853:1007-1033_B19_0.02078_0.431698172921759,686,907,609,756,402,687
TMEM246_crRNA0856:1010-1036_B5_0.007831_0.390910129451365,363,521,392,468,354,384
TMEM246_crRNA0857:1011-1037_B39_0.03343_0.456063867330379,531,674,408,600,411,400
TMEM246_crRNA0858:1012-1038_B17_0.01898_0.429984341747906,486,712,442,500,783,440
TMEM246_crRNA0965:1119-1145_T13_0.9958_0.776316582490535,843,1081,686,885,641,988
TMEM246_crRNA0966:1120-1146_T7_0.9976_0.783952660809601,825,998,735,993,751,811
TMEM246_crRNA0967:1121-1147_T8_0.9973_0.783952660809601,581,666,545,530,291,453
TMEM246_crRNA1174:1328-1354_B23_0.02349_0.437375478691127,971,1380,920,1062,781,949
TMEM246_crRNA1177:1331-1357_B11_0.01355_0.411974915099781,918,1380,794,1081,702,1384
TMEM246_crRNA1185:1339-1365_B21_0.02259_0.436626631797175,915,1410,831,1307,584,1142
TMEM246_crRNA1189:1343-1369_B35_0.03133_0.452303321158328,849,1309,784,1178,1218,985
TMEM246_crRNA1192:1346-1372_B13_0.01536_0.421563141059853,1096,1531,961,1245,964,979
TMEM246_crRNA1193:1347-1373_B9_0.01265_0.409435251611861,1060,1492,940,1538,856,1245
TMEM246_crRNA1195:1349-1375_B1_0.002711_0.35143943531031,1208,1660,1135,1650,735,1736
TMEM246_crRNA1197:1351-1377_B3_0.006325_0.376548206205744,1045,1482,898,1236,532,1108
TMEM246_crRNA1235:1389-1415_T6_0.9979_0.784325181107252,614,870,528,719,311,602
TMEM246_crRNA1236:1390-1416_T11_0.9964_0.779533484614674,616,887,553,770,442,980
TMEM246_crRNA1267:1421-1447_T15_0.994_0.768423027256053,553,794,418,626,275,1059
TMEM246_crRNA1272:1426-1452_T5_0.9982_0.789208294656063,793,1130,665,927,552,985
TMEM246_crRNA1290:1444-1470_T12_0.9961_0.778530659433871,642,908,534,700,448,790
TMEM246_crRNA1297:1451-1477_T3_0.9991_0.809953115528752,541,799,502,612,319,394
TSR2_crRNA0046:70-96_B11_0.03661_0.460681681283532,1159,1772,1024,1327,680,1144
TSR2_crRNA0047:71-97_B10_0.03577_0.459741314204568,1196,1766,987,1391,626,1491
TSR2_crRNA0048:72-98_B8_0.02413_0.451210109092787,1156,1570,909,1297,680,1146
TSR2_crRNA0049:73-99_B4_0.009983_0.428051947187778,1011,1289,894,1205,696,862
TSR2_crRNA0050:74-100_B14_0.04243_0.472165731558671,1084,1612,975,1239,757,1113
TSR2_crRNA0051:75-101_B15_0.04326_0.478082021100286,1231,1558,934,1377,649,1205
TSR2_crRNA0055:79-105_B20_0.0599_0.497437627013072,806,1060,661,885,501,728
TSR2_crRNA0072:96-122_T17_0.9601_0.760059646802775,625,811,553,672,424,461
TSR2_crRNA0107:178-204_T10_0.98_0.765816058854748,566,740,439,589,270,374
TSR2_crRNA0136:207-233_T14_0.9709_0.76160456721209,535,894,533,686,354,516
TSR2_crRNA0137:208-234_T15_0.97_0.76160456721209,668,798,606,865,384,851
TSR2_crRNA0177:248-274_T6_0.9859_0.774757715316505,396,555,235,440,165,418
TSR2_crRNA0181:252-278_T8_0.9834_0.771545943770016,723,766,459,819,317,532
TSR2_crRNA0182:253-279_T7_0.9842_0.771638131680091,566,608,419,531,250,302
TSR2_crRNA0183:254-280_T5_0.9917_0.779619308310428,543,691,558,707,586,676
TSR2_crRNA0188:259-285_T11_0.9759_0.764346315477543,775,872,710,848,490,593
TSR2_crRNA0189:260-286_T18_0.9584_0.759479539578078,635,752,470,671,328,577
TSR2_crRNA0201:272-298_B19_0.05657_0.494156390390495,607,649,545,638,301,716
TSR2_crRNA0203:274-300_B17_0.04908_0.483238624825322,584,729,485,663,298,691
TSR2_crRNA0204:275-301_B13_0.0391_0.462920361239403,762,1095,643,1049,508,611
TSR2_crRNA0205:276-302_B18_0.05491_0.491764844385912,649,972,479,808,390,2109
TSR2_crRNA0368:439-465_T19_0.9576_0.75832599542743,770,955,590,881,385,703
TSR2_crRNA0369:440-466_T20_0.9567_0.75832599542743,755,895,553,867,407,735
TSR2_crRNA0372:443-469_T16_0.9676_0.760648049673142,680,771,474,768,462,631
TSR2_crRNA0374:445-471_T2_0.9983_0.789793492203451,771,1058,601,889,487,671
TSR2_crRNA0390:461-487_T9_0.9809_0.766324578796638,711,1035,365,439,234,489
TSR2_crRNA0396:467-493_T4_0.995_0.781396174810746,583,799,460,688,409,638
TSR2_crRNA0406:477-503_T3_0.9967_0.787953347646098,548,712,449,532,345,459
TSR2_crRNA0407:478-504_T1_0.9992_0.811173404320703,671,799,577,745,513,555
TSR2_crRNA0411:505-531_B3_0.002496_0.394201456621092,418,708,342,563,274,464
TSR2_crRNA0412:506-532_B5_0.01581_0.439770936270951,453,780,451,685,297,596
TSR2_crRNA0413:507-533_B9_0.02995_0.453590137143495,441,656,407,505,340,387
TSR2_crRNA0414:508-534_B12_0.03827_0.461664138312217,676,880,635,862,371,916
TSR2_crRNA0415:509-535_B2_0.001664_0.388697314975291,501,871,542,621,409,521
TSR2_crRNA0416:510-536_B1_0.0008319_0.383803795972633,475,678,459,662,342,421
TSR2_crRNA0417:511-537_B7_0.0183_0.443416955637863,524,768,395,601,355,593
TSR2_crRNA0418:512-538_B6_0.01747_0.443416955637863,525,783,390,624,347,555
TSR2_crRNA0419:513-539_B16_0.04576_0.480037949277992,489,832,473,713,472,934
TSR2_crRNA0460:554-580_T12_0.9725_0.762162683542819,338,665,402,506,274,397
TSR2_crRNA0461:555-581_T13_0.9717_0.762162683542819,654,919,581,743,449,568
TTPAL_crRNA0172:172-198_B37_0.01268_0.433837785154277,555,689,443,588,377,467
TTPAL_crRNA0181:181-207_B19_0.008089_0.411876195897181,820,1111,678,901,454,852
TTPAL_crRNA0250:250-276_T16_0.972_0.75389526918184,503,904,509,601,309,926
TTPAL_crRNA0251:251-277_T8_0.9882_0.771048018013029,458,712,429,718,212,616
TTPAL_crRNA0252:252-278_T19_0.9698_0.752044548235328,521,977,601,601,386,433
TTPAL_crRNA0253:253-279_T3_0.9972_0.794298821803412,666,801,532,586,350,706
TTPAL_crRNA0254:254-280_T5_0.9932_0.781976628627683,479,729,411,630,308,580
TTPAL_crRNA0255:255-281_T4_0.9943_0.786440643966531,432,673,441,675,269,406
TTPAL_crRNA0256:256-282_T7_0.9908_0.777427346952336,520,797,520,773,390,555
TTPAL_crRNA0257:257-283_T6_0.993_0.781396174810746,497,799,567,627,398,811
TTPAL_crRNA0258:258-284_T1_0.9996_0.813151992634111,634,857,537,927,384,515
TTPAL_crRNA0259:259-285_T2_0.9974_0.799356904593274,693,834,411,750,339,664
TTPAL_crRNA0268:268-294_T13_0.9766_0.760222648919134,475,829,483,800,440,1143
TTPAL_crRNA0269:269-295_T9_0.9838_0.767139129973535,445,735,372,670,333,726
TTPAL_crRNA0284:284-310_T10_0.9829_0.766408610606681,724,922,668,755,1028,691
TTPAL_crRNA0288:288-314_T12_0.9768_0.760257106887568,669,793,550,786,451,750
TTPAL_crRNA0310:310-336_B39_0.01399_0.439919541865024,687,983,619,712,285,538
TTPAL_crRNA0312:312-338_B35_0.01224_0.431659269301014,487,684,501,633,539,1333
TTPAL_crRNA0320:320-346_B11_0.00481_0.386914765968272,661,752,516,868,672,718
TTPAL_crRNA0324:324-350_B9_0.004373_0.373435114903957,552,950,551,718,355,1443
TTPAL_crRNA0396:396-422_B29_0.01049_0.421326681602503,188,309,283,356,226,183
TTPAL_crRNA0501:501-527_B7_0.003935_0.370934060680619,688,940,592,844,501,869
TTPAL_crRNA0502:502-528_B31_0.01093_0.424725614764352,733,952,660,817,422,817
TTPAL_crRNA0510:510-536_B33_0.01137_0.42598583686132,590,901,514,647,452,532
TTPAL_crRNA0512:512-538_B5_0.003279_0.363836853640739,658,933,595,869,467,905
TTPAL_crRNA0513:513-539_B3_0.002405_0.357371584539483,592,837,439,667,335,693
TTPAL_crRNA0516:516-542_B1_0.001968_0.354946041619022,850,1035,593,865,542,681
TTPAL_crRNA0517:517-543_B17_0.007215_0.409451979458795,882,1247,732,1126,1446,889
TTPAL_crRNA0841:946-972_T14_0.9764_0.759914405316584,924,1237,702,956,414,883
TTPAL_crRNA0844:949-975_T11_0.9816_0.765333374203944,645,921,627,815,575,677
TTPAL_crRNA0867:972-998_T15_0.9753_0.757366506433995,619,670,591,775,440,729
TTPAL_crRNA0868:973-999_T20_0.9681_0.751559911289735,783,937,652,916,558,880
TTPAL_crRNA0872:977-1003_T17_0.9718_0.75385393122283,615,889,581,667,410,519
TTPAL_crRNA0873:978-1004_T18_0.9709_0.753291567746915,594,708,530,748,359,597
TTPAL_crRNA0913:1042-1068_B27_0.01006_0.420461121323727,785,997,574,851,506,660
TTPAL_crRNA0916:1045-1071_B13_0.00634_0.399150929190756,686,951,694,989,565,924
TTPAL_crRNA0918:1047-1073_B21_0.008526_0.412127208239952,741,1136,687,768,802,750
TTPAL_crRNA0919:1048-1074_B25_0.009401_0.416416637476226,674,1044,633,854,508,1349
TTPAL_crRNA0935:1064-1090_B23_0.008964_0.412650161313363,867,1156,792,1215,532,1120
TTPAL_crRNA0936:1065-1091_B15_0.006777_0.40561821601569,944,1188,734,968,429,1112
TXNDC11_crRNA0194:220-246_B10_0.00652_0.311424988098696,1288,1721,1174,1652,977,1552
TXNDC11_crRNA0200:226-252_B37_0.02323_0.380150145255328,894,1230,859,1109,696,826
TXNDC11_crRNA0204:230-256_B1_0.000815_0.272873772941327,928,1143,773,903,599,793
TXNDC11_crRNA0206:232-258_B13_0.007742_0.320466154350552,776,1173,606,926,439,597
TXNDC11_crRNA0207:233-259_B19_0.01426_0.339084417179638,657,922,614,816,428,603
TXNDC11_crRNA0215:241-267_B28_0.01834_0.360896776836626,856,1033,703,850,618,651
TXNDC11_crRNA0216:242-268_B25_0.01711_0.350649293661618,920,1134,781,1057,699,944
TXNDC11_crRNA0220:246-272_B22_0.01589_0.344834622710088,797,878,738,942,1354,737
TXNDC11_crRNA0224:250-276_B7_0.005297_0.302262312154853,925,1219,764,1011,1123,910
TXNDC11_crRNA0227:253-279_B34_0.0216_0.377574602412798,834,1163,683,965,527,1047
TXNDC11_crRNA0228:254-280_B4_0.002445_0.286574621833344,953,1291,827,1205,991,1151
TXNDC11_crRNA0229:255-281_B16_0.01182_0.328035178254104,739,1072,625,1003,734,2129
TXNDC11_crRNA0231:257-283_B31_0.01997_0.365007456665136,829,1111,712,944,565,902
TXNDC11_crRNA0282:308-334_B55_0.03219_0.408334478719602,1180,1570,945,1248,692,1143
TXNDC11_crRNA0283:309-335_B40_0.02445_0.381917168619455,1217,1591,963,1588,747,2092
TXNDC11_crRNA0580:631-657_T1_0.9992_0.799655994444826,603,788,445,645,556,969
TXNDC11_crRNA0581:632-658_T2_0.9988_0.79843361151633,444,646,363,555,230,587
TXNDC11_crRNA0615:719-745_B58_0.03382_0.41157509118266,265,592,314,614,235,540
TXNDC11_crRNA0652:756-782_T18_0.9902_0.768415034260776,227,523,199,340,131,339
TXNDC11_crRNA0725:853-879_T12_0.9927_0.77274280342387,412,611,327,610,255,923
TXNDC11_crRNA0726:854-880_T11_0.9931_0.773958337857508,546,847,344,395,454,228
TXNDC11_crRNA1125:1277-1303_T13_0.9923_0.771350529684741,704,844,518,712,321,530
TXNDC11_crRNA1127:1279-1305_T14_0.9919_0.771033327068244,610,773,455,661,273,750
TXNDC11_crRNA1192:1344-1370_T10_0.9939_0.7746050766421,703,891,577,763,504,602
TXNDC11_crRNA1194:1346-1372_T5_0.9967_0.786447509380419,690,994,597,840,589,796
TXNDC11_crRNA1218:1370-1396_B52_0.03015_0.402010290929773,795,1207,687,1002,568,778
TXNDC11_crRNA1257:1432-1458_B43_0.02608_0.387705724973501,714,1023,719,1056,843,1222
TXNDC11_crRNA1303:1501-1527_T8_0.9947_0.774829278830724,1037,1385,919,1096,1052,1120
TXNDC11_crRNA1395:1669-1695_T9_0.9943_0.774757715316505,680,922,472,654,493,461
TXNDC11_crRNA1396:1670-1696_T4_0.9971_0.787627694839582,516,800,414,440,482,471
TXNDC11_crRNA1398:1672-1698_T20_0.9894_0.767996762128967,558,769,469,686,305,675
TXNDC11_crRNA1400:1674-1700_T19_0.9898_0.768313339167804,637,867,596,765,1626,1257
TXNDC11_crRNA2097:2599-2625_T17_0.9906_0.769170816118887,747,1016,655,921,418,1178
TXNDC11_crRNA2195:2697-2723_B49_0.02893_0.398081579034926,729,1045,653,836,443,778
TXNDC11_crRNA2346:2848-2874_T6_0.9959_0.783753687284981,752,795,530,773,388,635
TXNDC11_crRNA2350:2852-2878_T15_0.9914_0.771033327068244,560,762,490,648,448,614
TXNDC11_crRNA2352:2854-2880_T3_0.9984_0.793603986527635,690,722,587,648,448,682
TXNDC11_crRNA2353:2855-2881_T16_0.991_0.769812323186785,784,909,689,878,769,868
TXNDC11_crRNA2354:2856-2882_T7_0.9951_0.777316608773032,805,1039,667,764,539,693
TXNDC11_crRNA2384:2886-2912_B46_0.0273_0.395012054841497,791,1088,628,956,427,1059
VARS_crRNA0402:507-533_T19_0.9946_0.787316613495131,567,717,452,559,388,559
VARS_crRNA0465:662-688_B40_0.01765_0.379517950291241,768,993,714,1014,916,683
VARS_crRNA0514:744-770_B52_0.02173_0.393722475446312,236,333,242,329,231,275
VARS_crRNA0563:793-819_B55_0.02254_0.395012054841497,615,903,548,966,619,916
VARS_crRNA0610:878-904_B34_0.01494_0.371786552298877,348,560,341,458,209,267
VARS_crRNA0791:1082-1108_B43_0.01874_0.38269179249305,555,716,391,599,333,545
VARS_crRNA0823:1114-1140_B58_0.02363_0.396397822353842,508,726,557,630,596,544
VARS_crRNA0971:1262-1288_B13_0.005703_0.344288696604618,422,650,390,448,336,404
VARS_crRNA0973:1264-1290_B19_0.008419_0.352926530082601,303,598,262,489,173,516
VARS_crRNA0987:1278-1304_B46_0.01955_0.385519298401222,372,701,407,717,343,696
VARS_crRNA0991:1282-1308_B25_0.01195_0.360798465580802,322,756,465,794,439,614
VARS_crRNA1579:1894-1920_T14_0.9959_0.789793492203451,591,771,477,718,273,723
VARS_crRNA1580:1895-1921_T15_0.9957_0.789793492203451,667,928,587,925,562,1451
VARS_crRNA1651:1966-1992_T17_0.9951_0.787745586203129,754,1155,618,834,1219,752
VARS_crRNA1688:2003-2029_T11_0.9967_0.792792039696508,660,843,123,257,112,83
VARS_crRNA1709:2024-2050_T10_0.997_0.799030178862242,501,712,414,569,375,412
VARS_crRNA1712:2027-2053_T5_0.9986_0.806934443597283,435,440,339,455,224,369
VARS_crRNA1713:2028-2054_T6_0.9984_0.806934443597283,592,742,188,223,89,182
VARS_crRNA1787:2102-2128_T16_0.9954_0.78924139303431,498,774,371,602,178,355
VARS_crRNA1788:2103-2129_T20_0.9943_0.787082056481627,560,712,521,620,314,557
VARS_crRNA1790:2105-2131_T12_0.9965_0.79264061151558,735,864,502,725,336,487
VARS_crRNA1876:2191-2217_T7_0.9978_0.805096425771199,617,891,684,729,430,893
VARS_crRNA1949:2311-2337_B7_0.003531_0.331612496057149,992,1301,710,1131,753,871
VARS_crRNA1950:2312-2338_B10_0.004617_0.33654707549473,871,1324,836,1027,913,820
VARS_crRNA1952:2314-2340_B16_0.007333_0.351300130698022,676,953,627,859,466,1221
VARS_crRNA2014:2376-2402_T3_0.9992_0.816961030856357,547,666,413,589,588,547
VARS_crRNA2015:2377-2403_T1_0.9997_0.819637483123226,600,787,499,710,373,491
VARS_crRNA2016:2378-2404_T2_0.9995_0.81840826002474,610,872,501,725,340,925
VARS_crRNA2071:2433-2459_T13_0.9962_0.792394141609837,633,761,308,442,183,246
VARS_crRNA2300:2685-2711_T18_0.9948_0.787627694839582,594,745,447,539,337,706
VARS_crRNA2912:3345-3371_B37_0.01602_0.376265925637617,812,1057,655,843,597,664
VARS_crRNA3010:3443-3469_B31_0.01412_0.369220769158707,869,1194,911,997,805,1126
VARS_crRNA3027:3460-3486_B28_0.01304_0.364697882754178,720,964,611,901,581,758
VARS_crRNA3208:3641-3667_T4_0.9989_0.808153948129161,685,864,395,688,228,425
VARS_crRNA3322:3797-3823_B49_0.02037_0.389694318175403,627,766,545,587,452,738
VARS_crRNA3324:3799-3825_B4_0.001086_0.276457525462797,648,935,568,737,415,761
VARS_crRNA3325:3800-3826_B1_0_0.241668863802893,839,1066,678,878,462,890
VARS_crRNA3327:3802-3828_B22_0.01005_0.357757834953218,724,886,513,888,374,695
VARS_crRNA3357:3832-3858_T8_0.9976_0.799335932488217,742,952,479,819,332,965
VARS_crRNA3358:3833-3859_T9_0.9973_0.799335932488217,600,723,453,640,819,507
WDR43_crRNA0064:87-113_B11_0.003953_0.361437653054384,761,994,718,1030,695,587
WDR43_crRNA0066:89-115_B13_0.004743_0.365742651763359,763,1340,706,1105,455,786
WDR43_crRNA0068:91-117_B9_0.003162_0.358450143772202,624,1197,619,911,406,768
WDR43_crRNA0076:99-125_B23_0.008696_0.410200908866948,863,980,677,998,447,1172
WDR43_crRNA0081:104-130_B3_0.0007905_0.27426984665141,627,837,500,645,380,801
WDR43_crRNA0085:108-134_B7_0.002372_0.352297987732892,643,883,512,773,313,738
WDR43_crRNA0087:110-136_B1_0_0.235171022577346,669,909,628,725,437,575
WDR43_crRNA0090:113-139_B5_0.001581_0.349210503273295,654,739,581,629,469,628
WDR43_crRNA0091:114-140_B15_0.005534_0.389466147357999,641,841,466,706,378,1107
WDR43_crRNA0133:156-182_T5_0.9957_0.764722901342441,301,343,40,58,27,20
WDR43_crRNA0137:160-186_T6_0.9953_0.764722901342441,419,615,221,327,152,464
WDR43_crRNA0138:161-187_T17_0.9877_0.752497025984693,639,701,402,566,395,359
WDR43_crRNA0139:162-188_T18_0.9874_0.752497025984693,592,816,433,560,477,625
WDR43_crRNA0148:171-197_T13_0.9901_0.758625143352187,522,719,328,525,190,360
WDR43_crRNA0192:215-241_B25_0.009486_0.418684323873142,675,942,575,751,445,1272
WDR43_crRNA0219:242-268_B31_0.01265_0.429661203606329,1017,1310,855,1254,597,1100
WDR43_crRNA0221:244-270_B17_0.006324_0.398687761429557,1070,1536,937,1362,635,1154
WDR43_crRNA0223:246-272_B33_0.01344_0.432893338606597,1034,1499,861,1288,724,995
WDR43_crRNA0225:248-274_B21_0.007905_0.40808784260195,1203,1600,980,1314,703,936
WDR43_crRNA0226:249-275_B29_0.01186_0.427562573326657,1327,1657,957,1517,688,1271
WDR43_crRNA0227:250-276_B35_0.01423_0.433007047711315,1228,1629,989,1453,969,1401
WDR43_crRNA0229:252-278_B39_0.01621_0.446721687408893,1005,1472,787,1124,464,1113
WDR43_crRNA0238:261-287_T4_0.996_0.766324817367756,789,960,645,874,373,1077
WDR43_crRNA0239:262-288_T14_0.9897_0.758383108034505,791,990,701,894,586,1378
WDR43_crRNA0257:305-331_T8_0.9941_0.763020494726799,392,696,275,545,200,662
WDR43_crRNA0374:446-472_T15_0.9889_0.755863567925855,450,599,148,282,107,323
WDR43_crRNA0427:499-525_T9_0.9937_0.763020494726799,397,532,289,409,303,413
WDR43_crRNA0507:579-605_T16_0.9885_0.754536913244578,560,709,447,606,336,600
WDR43_crRNA0816:912-938_T19_0.987_0.751617162195498,446,697,113,291,63,123
WDR43_crRNA1059:1251-1277_T20_0.9858_0.751364286337301,411,577,309,472,270,468
WDR43_crRNA1069:1261-1287_T2_0.9972_0.769669241871967,460,665,376,427,249,347
WDR43_crRNA1108:1300-1326_B37_0.01542_0.442530865100087,470,721,450,663,305,538
WDR43_crRNA1109:1301-1327_B27_0.01107_0.425900045021776,485,779,451,704,346,655
WDR43_crRNA1111:1303-1329_B19_0.007115_0.404466213679592,439,681,335,614,254,1207
WDR43_crRNA1125:1317-1343_T12_0.9925_0.762327936461892,345,569,168,321,145,339
WDR43_crRNA1145:1360-1386_T7_0.9945_0.763215278074904,587,955,471,742,388,1783
WDR43_crRNA1538:1825-1851_T3_0.9964_0.766341873614042,755,1088,625,854,446,1376
WDR43_crRNA1664:1974-2000_T10_0.9933_0.763020494726799,526,742,516,694,692,442
WDR43_crRNA1691:2001-2027_T1_0.9976_0.773034094133216,568,648,415,619,314,568
WDR43_crRNA1692:2002-2028_T11_0.9929_0.763020494726799,476,678,458,519,1043,453
WDR75_crRNA0110:110-136_T18_0.9911_0.764396588134921,491,756,524,605,329,520
WDR75_crRNA0113:113-139_T5_0.9975_0.768375829922185,507,736,480,693,346,447
WDR75_crRNA0236:236-262_B3_0.0009921_0.468844768054845,601,875,536,693,419,501
WDR75_crRNA0239:239-265_B13_0.005952_0.5117836800832,424,682,461,763,547,756
WDR75_crRNA0371:371-397_B5_0.001984_0.491029333521096,490,650,369,645,446,817
WDR75_crRNA0429:452-478_B12_0.005456_0.508999298822503,485,693,327,493,240,395
WDR75_crRNA0430:453-479_B1_0_0.377252392239386,292,516,283,436,338,360
WDR75_crRNA0449:472-498_T3_0.9985_0.773371965392917,423,591,156,227,104,204
WDR75_crRNA0451:474-500_T8_0.996_0.766012748018894,387,578,111,168,106,148
WDR75_crRNA0671:847-873_T6_0.997_0.766341873614042,467,501,119,135,64,93
WDR75_crRNA0688:864-890_T10_0.995_0.764875917365907,470,723,254,451,173,330
WDR75_crRNA0689:865-891_T11_0.9945_0.764875917365907,500,756,288,452,194,343
WDR75_crRNA0690:866-892_T12_0.994_0.764875917365907,589,796,465,648,270,1109
WDR75_crRNA0691:867-893_T15_0.9926_0.764722901342441,706,920,571,882,525,479
WDR75_crRNA0692:868-894_T16_0.9921_0.764722901342441,542,738,422,733,263,608
WDR75_crRNA0699:875-901_T13_0.9936_0.764875917365907,346,456,78,111,42,35
WDR75_crRNA0700:876-902_T14_0.9931_0.764875917365907,406,587,161,235,74,152
WDR75_crRNA0777:953-979_B15_0.006944_0.516459718484794,261,609,326,508,214,498
WDR75_crRNA0831:1007-1033_B17_0.007937_0.520082884066789,350,649,326,646,244,514
WDR75_crRNA1114:1338-1364_T19_0.9906_0.763902960992337,379,502,342,495,318,410
WDR75_crRNA1115:1339-1365_T20_0.9901_0.763902960992337,134,345,43,131,44,62
WDR75_crRNA1179:1426-1452_B6_0.00248_0.49411167643334,537,778,477,730,341,908
WDR75_crRNA1451:1770-1796_T1_0.9995_0.782716077446427,398,660,112,184,50,95
WDR75_crRNA1453:1772-1798_T7_0.9965_0.766046716198726,477,561,173,245,95,168
WDR75_crRNA1609:1928-1954_T2_0.999_0.781481871443155,369,732,332,492,230,520
WDR75_crRNA1624:1943-1969_T9_0.9955_0.764945599418891,365,513,153,198,105,118
WDR75_crRNA1628:1947-1973_T4_0.998_0.771781848276463,429,611,467,551,386,405
WDR75_crRNA1649:1968-1994_B4_0.001488_0.483682230172678,721,801,535,883,504,831
WDR75_crRNA1654:1973-1999_B2_0.000496_0.382786916842912,482,618,476,603,368,473
WDR75_crRNA1655:1974-2000_B10_0.004464_0.503584628654471,452,602,208,362,134,264
WDR75_crRNA1720:2086-2112_B16_0.00744_0.518771570971322,306,541,305,467,272,416
WDR75_crRNA1722:2088-2114_B8_0.003472_0.502297475076081,414,657,407,592,268,447
WDR75_crRNA1723:2089-2115_B11_0.00496_0.504883085828231,376,525,292,461,284,463
WDR75_crRNA1725:2091-2117_B18_0.008433_0.523213774989005,455,630,339,431,222,459
WDR75_crRNA1820:2233-2259_B14_0.006448_0.515734024478719,441,604,351,434,216,321
WDR75_crRNA1838:2251-2277_B20_0.009425_0.523230035850967,668,884,568,697,321,584
WDR75_crRNA1839:2252-2278_B19_0.008929_0.523230035850967,542,724,445,654,269,519
WDR75_crRNA1842:2255-2281_B9_0.003968_0.503015449242251,638,928,587,977,493,1943
WDR75_crRNA1855:2268-2294_B7_0.002976_0.497449216297942,577,701,203,349,169,312
WDR75_crRNA1862:2275-2301_T17_0.9916_0.764435888631769,844,978,524,683,440,620
ZBTB40_crRNA0217:217-243_B28_0.007899_0.39719508768588,568,842,480,772,297,2566
ZBTB40_crRNA0325:325-351_B34_0.009347_0.403251788115204,639,936,596,936,509,852
